Focal
3.0275668215078712E-5
9.36215492756293E-6
9.929661310532638E-6
2.6705082259534602E-5
1.8147666953790662E-5
2.4281373666365377E-5
1.4947234029223944E-5
2.71927378838408E-5
2.164993527271269E-5
2.4041642563615142E-5
2.413463602526274E-5
1.4936692126459798E-5
1.3088148314050397E-5
1.264413403407329E-5
6.690742381203441E-6
3.053308757102926E-5
1.4645060600162847E-5
3.449627333662455E-5
7.928428631956652E-6
1.6394686181139062E-5
2.6303547632889884E-5
4.8711968644159894E-6
1.1195825087617565E-5
2.0788397845939513E-5
1.6944972641228154E-5
9.516138025472636E-6
1.7659132388560626E-5
1.4026693821496994E-5
1.3023758304037214E-5
9.665150244045222E-6
